Battalion,Station Area,year,month,value,Division
Battalion 05,Station Area 12,2013,7,336,Division 02
Battalion 05,Station Area 12,2013,8,347,Division 02
Battalion 05,Station Area 12,2013,9,283,Division 02
Battalion 05,Station Area 12,2013,10,282,Division 02
Battalion 05,Station Area 12,2013,11,252,Division 02
Battalion 05,Station Area 12,2013,12,294,Division 02
Battalion 05,Station Area 12,2014,1,317,Division 02
Battalion 05,Station Area 12,2014,2,215,Division 02
Battalion 05,Station Area 12,2014,3,306,Division 02
Battalion 05,Station Area 12,2014,4,277,Division 02
Battalion 05,Station Area 12,2014,5,334,Division 02
Battalion 05,Station Area 12,2014,6,236,Division 02
Battalion 05,Station Area 12,2014,7,281,Division 02
Battalion 05,Station Area 12,2014,8,241,Division 02
Battalion 05,Station Area 12,2014,9,243,Division 02
Battalion 05,Station Area 12,2014,10,285,Division 02
Battalion 05,Station Area 12,2014,11,231,Division 02
Battalion 05,Station Area 12,2014,12,337,Division 02
Battalion 05,Station Area 12,2015,1,273,Division 02
Battalion 05,Station Area 12,2015,2,220,Division 02
Battalion 05,Station Area 12,2015,3,282,Division 02
Battalion 05,Station Area 12,2015,4,272,Division 02
Battalion 05,Station Area 12,2015,5,371,Division 02
Battalion 05,Station Area 12,2015,6,272,Division 02
Battalion 05,Station Area 12,2015,7,274,Division 02
Battalion 05,Station Area 12,2015,8,381,Division 02
Battalion 05,Station Area 12,2015,9,317,Division 02
Battalion 05,Station Area 12,2015,10,366,Division 02
Battalion 05,Station Area 12,2015,11,316,Division 02
Battalion 05,Station Area 12,2015,12,282,Division 02
Battalion 05,Station Area 12,2016,1,320,Division 02
Battalion 05,Station Area 12,2016,2,296,Division 02
Battalion 05,Station Area 12,2016,3,327,Division 02
Battalion 05,Station Area 12,2016,4,340,Division 02
Battalion 05,Station Area 12,2016,5,234,Division 02
Battalion 05,Station Area 12,2016,6,242,Division 02
Battalion 05,Station Area 12,2016,7,254,Division 02
Battalion 05,Station Area 12,2016,8,234,Division 02
Battalion 05,Station Area 12,2016,9,376,Division 02
Battalion 05,Station Area 12,2016,10,292,Division 02
Battalion 05,Station Area 12,2016,11,350,Division 02
Battalion 05,Station Area 12,2016,12,307,Division 02
Battalion 05,Station Area 12,2017,1,351,Division 02
Battalion 05,Station Area 12,2017,2,289,Division 02
Battalion 05,Station Area 12,2017,3,348,Division 02
Battalion 05,Station Area 12,2017,4,360,Division 02
Battalion 05,Station Area 12,2017,5,304,Division 02
Battalion 05,Station Area 12,2017,6,322,Division 02
Battalion 05,Station Area 12,2017,7,323,Division 02
Battalion 05,Station Area 12,2017,8,426,Division 02
Battalion 05,Station Area 12,2017,9,323,Division 02
Battalion 05,Station Area 12,2017,10,412,Division 02
Battalion 05,Station Area 12,2017,11,333,Division 02
Battalion 05,Station Area 12,2017,12,337,Division 02
Battalion 05,Station Area 12,2018,1,387,Division 02
Battalion 05,Station Area 12,2018,2,313,Division 02
Battalion 05,Station Area 12,2018,3,294,Division 02
Battalion 05,Station Area 12,2018,4,324,Division 02
Battalion 05,Station Area 12,2018,5,237,Division 02
Battalion 05,Station Area 12,2018,6,215,Division 02
Battalion 05,Station Area 12,2018,7,243,Division 02
Battalion 05,Station Area 12,2018,8,317,Division 02
Battalion 05,Station Area 12,2018,9,293,Division 02
Battalion 05,Station Area 12,2018,10,386,Division 02
Battalion 05,Station Area 12,2018,11,308,Division 02
Battalion 05,Station Area 12,2018,12,259,Division 02
Battalion 05,Station Area 12,2019,1,289,Division 02
Battalion 05,Station Area 12,2019,2,246,Division 02
Battalion 05,Station Area 12,2019,3,241,Division 02
Battalion 05,Station Area 12,2019,4,293,Division 02
Battalion 05,Station Area 12,2019,5,250,Division 02
Battalion 05,Station Area 12,2019,6,252,Division 02
Battalion 05,Station Area 12,2019,7,244,Division 02
Battalion 05,Station Area 12,2019,8,279,Division 02
Battalion 05,Station Area 12,2019,9,312,Division 02
Battalion 05,Station Area 12,2019,10,303,Division 02
Battalion 05,Station Area 12,2019,11,338,Division 02
Battalion 05,Station Area 12,2019,12,254,Division 02
Battalion 05,Station Area 12,2020,1,275,Division 02
Battalion 05,Station Area 12,2020,2,222,Division 02
Battalion 05,Station Area 12,2020,3,268,Division 02
Battalion 05,Station Area 12,2020,4,121,Division 02
Battalion 05,Station Area 13,2003,12,3,Division 02
Battalion 05,Station Area 13,2014,10,2,Division 02
Battalion 05,Station Area 13,2016,12,1,Division 02
Battalion 05,Station Area 13,2019,2,3,Division 02
Battalion 05,Station Area 14,2011,12,2,Division 02
Battalion 05,Station Area 16,2001,6,7,Division 02
Battalion 05,Station Area 16,2001,7,1,Division 02
Battalion 05,Station Area 16,2002,7,2,Division 02
Battalion 05,Station Area 16,2002,9,1,Division 02
Battalion 05,Station Area 16,2002,10,2,Division 02
Battalion 05,Station Area 16,2003,1,13,Division 02
Battalion 05,Station Area 16,2003,3,1,Division 02
Battalion 05,Station Area 16,2003,6,5,Division 02
Battalion 05,Station Area 16,2004,1,1,Division 02
Battalion 05,Station Area 16,2004,2,6,Division 02
Battalion 05,Station Area 16,2004,3,1,Division 02
Battalion 05,Station Area 16,2004,5,14,Division 02
Battalion 05,Station Area 16,2005,2,3,Division 02
Battalion 05,Station Area 16,2005,6,2,Division 02
Battalion 05,Station Area 16,2005,7,1,Division 02
Battalion 05,Station Area 16,2005,9,3,Division 02
Battalion 05,Station Area 16,2005,10,4,Division 02
Battalion 05,Station Area 16,2005,12,2,Division 02
Battalion 05,Station Area 16,2006,6,12,Division 02
Battalion 05,Station Area 16,2006,7,2,Division 02
Battalion 05,Station Area 16,2006,9,4,Division 02
Battalion 05,Station Area 16,2006,10,3,Division 02
Battalion 05,Station Area 16,2006,11,2,Division 02
Battalion 05,Station Area 16,2007,1,2,Division 02
Battalion 05,Station Area 16,2007,5,1,Division 02
Battalion 05,Station Area 16,2007,7,3,Division 02
Battalion 05,Station Area 16,2007,9,14,Division 02
Battalion 05,Station Area 16,2007,12,2,Division 02
Battalion 05,Station Area 16,2008,1,2,Division 02
Battalion 05,Station Area 16,2008,2,11,Division 02
Battalion 05,Station Area 16,2008,3,2,Division 02
Battalion 05,Station Area 16,2008,6,2,Division 02
Battalion 05,Station Area 16,2008,7,1,Division 02
Battalion 05,Station Area 16,2008,8,4,Division 02
Battalion 05,Station Area 16,2009,4,1,Division 02
Battalion 05,Station Area 16,2009,8,3,Division 02
Battalion 05,Station Area 16,2009,9,2,Division 02
Battalion 05,Station Area 16,2009,11,2,Division 02
Battalion 05,Station Area 16,2010,1,3,Division 02
Battalion 05,Station Area 16,2010,3,4,Division 02
Battalion 05,Station Area 16,2010,4,7,Division 02
Battalion 05,Station Area 16,2010,6,10,Division 02
Battalion 05,Station Area 16,2010,7,10,Division 02
Battalion 05,Station Area 16,2011,1,6,Division 02
Battalion 05,Station Area 16,2011,4,4,Division 02
Battalion 05,Station Area 16,2011,7,2,Division 02
Battalion 05,Station Area 16,2011,9,3,Division 02
Battalion 05,Station Area 16,2011,10,2,Division 02
Battalion 05,Station Area 16,2011,11,10,Division 02
Battalion 05,Station Area 16,2012,1,4,Division 02
Battalion 05,Station Area 16,2012,3,14,Division 02
Battalion 05,Station Area 16,2012,5,3,Division 02
Battalion 05,Station Area 16,2012,6,3,Division 02
Battalion 05,Station Area 16,2012,7,1,Division 02
Battalion 05,Station Area 16,2012,10,2,Division 02
Battalion 05,Station Area 16,2013,2,17,Division 02
Battalion 05,Station Area 16,2013,3,2,Division 02
Battalion 05,Station Area 16,2013,5,9,Division 02
Battalion 05,Station Area 16,2013,7,2,Division 02
Battalion 05,Station Area 16,2013,8,2,Division 02
Battalion 05,Station Area 16,2013,11,4,Division 02
Battalion 05,Station Area 16,2013,12,8,Division 02
Battalion 05,Station Area 16,2014,1,19,Division 02
Battalion 05,Station Area 16,2014,3,12,Division 02
Battalion 05,Station Area 16,2014,6,1,Division 02
Battalion 05,Station Area 16,2015,5,1,Division 02
Battalion 05,Station Area 16,2015,8,1,Division 02
Battalion 05,Station Area 16,2015,11,3,Division 02
Battalion 05,Station Area 16,2016,3,1,Division 02
Battalion 05,Station Area 16,2016,12,2,Division 02
Battalion 05,Station Area 16,2017,4,1,Division 02
Battalion 05,Station Area 17,2001,6,1,Division 02
Battalion 05,Station Area 17,2005,7,2,Division 02
Battalion 05,Station Area 17,2008,6,6,Division 02
Battalion 05,Station Area 17,2011,12,3,Division 02
Battalion 05,Station Area 17,2015,6,4,Division 02
Battalion 05,Station Area 17,2020,1,1,Division 02
Battalion 05,Station Area 20,2000,4,1,Division 02
Battalion 05,Station Area 20,2000,5,4,Division 02
Battalion 05,Station Area 20,2000,6,7,Division 02
Battalion 05,Station Area 20,2000,7,14,Division 02
Battalion 05,Station Area 20,2000,8,4,Division 02
Battalion 05,Station Area 20,2000,9,5,Division 02
Battalion 05,Station Area 20,2000,10,4,Division 02
Battalion 05,Station Area 20,2000,11,3,Division 02
Battalion 05,Station Area 20,2000,12,3,Division 02
Battalion 05,Station Area 20,2001,1,4,Division 02
Battalion 05,Station Area 20,2001,3,5,Division 02
Battalion 05,Station Area 20,2001,4,11,Division 02
Battalion 05,Station Area 20,2001,5,12,Division 02
Battalion 05,Station Area 20,2001,6,3,Division 02
Battalion 05,Station Area 20,2001,7,7,Division 02
Battalion 05,Station Area 20,2001,8,6,Division 02
Battalion 05,Station Area 20,2001,9,2,Division 02
Battalion 05,Station Area 20,2001,10,4,Division 02
Battalion 05,Station Area 20,2001,11,11,Division 02
Battalion 05,Station Area 20,2001,12,12,Division 02
Battalion 05,Station Area 20,2002,1,10,Division 02
Battalion 05,Station Area 20,2002,2,5,Division 02
Battalion 05,Station Area 20,2002,3,6,Division 02
Battalion 05,Station Area 20,2002,4,1,Division 02
Battalion 05,Station Area 20,2002,5,11,Division 02
Battalion 05,Station Area 20,2002,6,10,Division 02
Battalion 05,Station Area 20,2002,7,2,Division 02
Battalion 05,Station Area 20,2002,8,2,Division 02
Battalion 05,Station Area 20,2002,9,7,Division 02
Battalion 05,Station Area 20,2002,10,5,Division 02
Battalion 05,Station Area 20,2002,11,8,Division 02
Battalion 05,Station Area 20,2002,12,7,Division 02
Battalion 05,Station Area 20,2003,1,16,Division 02
Battalion 05,Station Area 20,2003,2,11,Division 02
Battalion 05,Station Area 20,2003,3,12,Division 02
Battalion 05,Station Area 20,2003,4,15,Division 02
Battalion 05,Station Area 20,2003,5,23,Division 02
Battalion 05,Station Area 20,2003,6,14,Division 02
Battalion 05,Station Area 20,2003,7,5,Division 02
Battalion 05,Station Area 20,2003,8,5,Division 02
Battalion 05,Station Area 20,2003,9,25,Division 02
Battalion 05,Station Area 20,2003,10,13,Division 02
Battalion 05,Station Area 20,2003,11,18,Division 02
Battalion 05,Station Area 20,2003,12,8,Division 02
Battalion 05,Station Area 20,2004,1,14,Division 02
Battalion 05,Station Area 20,2004,2,7,Division 02
Battalion 05,Station Area 20,2004,3,9,Division 02
Battalion 05,Station Area 20,2004,4,6,Division 02
Battalion 05,Station Area 20,2004,5,7,Division 02
Battalion 05,Station Area 20,2004,6,9,Division 02
Battalion 05,Station Area 20,2004,7,14,Division 02
Battalion 05,Station Area 20,2004,8,7,Division 02
Battalion 05,Station Area 20,2004,11,5,Division 02
Battalion 05,Station Area 20,2004,12,10,Division 02
Battalion 05,Station Area 20,2005,1,9,Division 02
Battalion 05,Station Area 20,2005,2,18,Division 02
Battalion 05,Station Area 20,2005,3,2,Division 02
Battalion 05,Station Area 20,2005,4,4,Division 02
Battalion 05,Station Area 20,2005,5,9,Division 02
Battalion 05,Station Area 20,2005,6,6,Division 02
Battalion 05,Station Area 20,2005,7,3,Division 02
Battalion 05,Station Area 20,2005,8,5,Division 02
Battalion 05,Station Area 20,2005,9,40,Division 02
Battalion 05,Station Area 20,2005,10,18,Division 02
Battalion 05,Station Area 20,2005,11,9,Division 02
Battalion 05,Station Area 20,2005,12,3,Division 02
Battalion 05,Station Area 20,2006,1,9,Division 02
Battalion 05,Station Area 20,2006,2,8,Division 02
Battalion 05,Station Area 20,2006,3,9,Division 02
Battalion 05,Station Area 20,2006,4,8,Division 02
Battalion 05,Station Area 20,2006,5,11,Division 02
Battalion 05,Station Area 20,2006,6,5,Division 02
Battalion 05,Station Area 20,2006,7,9,Division 02
Battalion 05,Station Area 20,2006,8,6,Division 02
Battalion 05,Station Area 20,2006,9,21,Division 02
Battalion 05,Station Area 20,2006,10,28,Division 02
Battalion 05,Station Area 20,2006,11,1,Division 02
Battalion 05,Station Area 20,2006,12,17,Division 02
Battalion 05,Station Area 20,2007,1,12,Division 02
Battalion 05,Station Area 20,2007,2,9,Division 02
Battalion 05,Station Area 20,2007,3,7,Division 02
Battalion 05,Station Area 20,2007,4,5,Division 02
Battalion 05,Station Area 20,2007,5,6,Division 02
Battalion 05,Station Area 20,2007,6,10,Division 02
Battalion 05,Station Area 20,2007,7,23,Division 02
Battalion 05,Station Area 20,2007,8,6,Division 02
Battalion 05,Station Area 20,2007,9,32,Division 02
Battalion 05,Station Area 20,2007,10,8,Division 02
Battalion 05,Station Area 20,2007,11,10,Division 02
Battalion 05,Station Area 20,2007,12,4,Division 02
Battalion 05,Station Area 20,2008,1,7,Division 02
Battalion 05,Station Area 20,2008,2,9,Division 02
Battalion 05,Station Area 20,2008,3,13,Division 02
Battalion 05,Station Area 20,2008,4,15,Division 02
Battalion 05,Station Area 20,2008,5,7,Division 02
Battalion 05,Station Area 20,2008,6,10,Division 02
Battalion 05,Station Area 20,2008,7,7,Division 02
Battalion 05,Station Area 20,2008,8,9,Division 02
Battalion 05,Station Area 20,2008,9,2,Division 02
Battalion 05,Station Area 20,2008,10,5,Division 02
Battalion 05,Station Area 20,2008,11,2,Division 02
Battalion 05,Station Area 20,2008,12,7,Division 02
Battalion 05,Station Area 20,2009,1,6,Division 02
Battalion 05,Station Area 20,2009,2,6,Division 02
Battalion 05,Station Area 20,2009,3,9,Division 02
Battalion 05,Station Area 20,2009,4,8,Division 02
Battalion 05,Station Area 20,2009,5,3,Division 02
Battalion 05,Station Area 20,2009,6,9,Division 02
Battalion 05,Station Area 20,2009,7,7,Division 02
Battalion 05,Station Area 20,2009,8,10,Division 02
Battalion 05,Station Area 20,2009,9,15,Division 02
Battalion 05,Station Area 20,2009,10,4,Division 02
Battalion 05,Station Area 20,2009,11,3,Division 02
Battalion 05,Station Area 20,2009,12,6,Division 02
Battalion 05,Station Area 20,2010,1,10,Division 02
Battalion 05,Station Area 20,2010,2,10,Division 02
Battalion 05,Station Area 20,2010,3,17,Division 02
Battalion 05,Station Area 20,2010,4,12,Division 02
Battalion 05,Station Area 20,2010,5,35,Division 02
Battalion 05,Station Area 20,2010,6,3,Division 02
Battalion 05,Station Area 20,2010,7,20,Division 02
Battalion 05,Station Area 20,2010,8,9,Division 02
Battalion 05,Station Area 20,2010,9,11,Division 02
Battalion 05,Station Area 20,2010,10,2,Division 02
Battalion 05,Station Area 20,2010,11,15,Division 02
Battalion 05,Station Area 20,2010,12,12,Division 02
Battalion 05,Station Area 20,2011,1,14,Division 02
Battalion 05,Station Area 20,2011,2,14,Division 02
Battalion 05,Station Area 20,2011,3,7,Division 02
Battalion 05,Station Area 20,2011,4,9,Division 02
Battalion 05,Station Area 20,2011,5,5,Division 02
Battalion 05,Station Area 20,2011,6,8,Division 02
Battalion 05,Station Area 20,2011,7,28,Division 02
Battalion 05,Station Area 20,2011,8,6,Division 02
Battalion 05,Station Area 20,2011,9,16,Division 02
Battalion 05,Station Area 20,2011,10,8,Division 02
Battalion 05,Station Area 20,2011,11,2,Division 02
Battalion 05,Station Area 20,2011,12,15,Division 02
Battalion 05,Station Area 20,2012,1,14,Division 02
Battalion 05,Station Area 20,2012,2,19,Division 02
Battalion 05,Station Area 20,2012,3,3,Division 02
Battalion 05,Station Area 20,2012,4,16,Division 02
Battalion 05,Station Area 20,2012,5,11,Division 02
Battalion 05,Station Area 20,2012,6,14,Division 02
Battalion 05,Station Area 20,2012,7,10,Division 02
Battalion 05,Station Area 20,2012,8,11,Division 02
Battalion 05,Station Area 20,2012,9,8,Division 02
Battalion 05,Station Area 20,2012,10,21,Division 02
Battalion 05,Station Area 20,2012,11,4,Division 02
Battalion 05,Station Area 20,2012,12,20,Division 02
Battalion 05,Station Area 20,2013,1,21,Division 02
Battalion 05,Station Area 20,2013,2,6,Division 02
Battalion 05,Station Area 20,2013,3,8,Division 02
Battalion 05,Station Area 20,2013,4,13,Division 02
Battalion 05,Station Area 20,2013,5,26,Division 02
Battalion 05,Station Area 20,2013,6,6,Division 02
Battalion 05,Station Area 20,2013,7,6,Division 02
Battalion 05,Station Area 20,2013,8,10,Division 02
Battalion 05,Station Area 20,2013,9,6,Division 02
Battalion 05,Station Area 20,2013,10,22,Division 02
Battalion 05,Station Area 20,2013,11,12,Division 02
Battalion 05,Station Area 20,2013,12,19,Division 02
Battalion 05,Station Area 20,2014,1,9,Division 02
Battalion 05,Station Area 20,2014,2,18,Division 02
Battalion 05,Station Area 20,2014,3,13,Division 02
Battalion 05,Station Area 20,2014,4,10,Division 02
Battalion 05,Station Area 20,2014,5,11,Division 02
Battalion 05,Station Area 20,2014,6,8,Division 02
Battalion 05,Station Area 20,2014,7,4,Division 02
Battalion 05,Station Area 20,2014,8,4,Division 02
Battalion 05,Station Area 20,2014,9,18,Division 02
Battalion 05,Station Area 20,2014,10,8,Division 02
Battalion 05,Station Area 20,2014,11,5,Division 02
Battalion 05,Station Area 20,2014,12,10,Division 02
Battalion 05,Station Area 20,2015,1,4,Division 02
Battalion 05,Station Area 20,2015,2,17,Division 02
Battalion 05,Station Area 20,2015,3,2,Division 02
Battalion 05,Station Area 20,2015,4,22,Division 02
Battalion 05,Station Area 20,2015,5,13,Division 02
Battalion 05,Station Area 20,2015,6,10,Division 02
Battalion 05,Station Area 20,2015,7,12,Division 02
Battalion 05,Station Area 20,2015,8,8,Division 02
Battalion 05,Station Area 20,2015,9,15,Division 02
Battalion 05,Station Area 20,2015,10,19,Division 02
Battalion 05,Station Area 20,2015,11,25,Division 02
Battalion 05,Station Area 20,2015,12,7,Division 02
Battalion 05,Station Area 20,2016,1,9,Division 02
Battalion 05,Station Area 20,2016,2,25,Division 02
Battalion 05,Station Area 20,2016,3,14,Division 02
Battalion 05,Station Area 20,2016,4,9,Division 02
Battalion 05,Station Area 20,2016,5,8,Division 02
Battalion 05,Station Area 20,2016,6,11,Division 02
Battalion 05,Station Area 20,2016,7,8,Division 02
Battalion 05,Station Area 20,2016,8,17,Division 02
Battalion 05,Station Area 20,2016,9,18,Division 02
Battalion 05,Station Area 20,2016,10,10,Division 02
Battalion 05,Station Area 20,2016,11,2,Division 02
Battalion 05,Station Area 20,2016,12,11,Division 02
Battalion 05,Station Area 20,2017,1,15,Division 02
Battalion 05,Station Area 20,2017,2,15,Division 02
Battalion 05,Station Area 20,2017,3,14,Division 02
Battalion 05,Station Area 20,2017,4,5,Division 02
Battalion 05,Station Area 20,2017,5,6,Division 02
Battalion 05,Station Area 20,2017,7,3,Division 02
Battalion 05,Station Area 20,2017,8,3,Division 02
Battalion 05,Station Area 20,2017,9,1,Division 02
Battalion 05,Station Area 20,2017,12,3,Division 02
Battalion 05,Station Area 20,2018,2,12,Division 02
Battalion 05,Station Area 20,2018,4,3,Division 02
Battalion 05,Station Area 20,2018,5,3,Division 02
Battalion 05,Station Area 20,2018,7,4,Division 02
Battalion 05,Station Area 20,2018,8,8,Division 02
Battalion 05,Station Area 20,2018,9,7,Division 02
Battalion 05,Station Area 20,2018,10,2,Division 02
Battalion 05,Station Area 20,2018,11,5,Division 02
Battalion 05,Station Area 20,2018,12,3,Division 02
Battalion 05,Station Area 20,2019,1,1,Division 02
Battalion 05,Station Area 20,2019,2,7,Division 02
Battalion 05,Station Area 20,2019,3,1,Division 02
Battalion 05,Station Area 20,2019,4,3,Division 02
Battalion 05,Station Area 20,2019,5,3,Division 02
Battalion 05,Station Area 20,2019,6,2,Division 02
Battalion 05,Station Area 20,2019,7,3,Division 02
Battalion 05,Station Area 20,2019,8,3,Division 02
Battalion 05,Station Area 20,2019,9,3,Division 02
Battalion 05,Station Area 20,2019,11,19,Division 02
Battalion 05,Station Area 20,2019,12,6,Division 02
Battalion 05,Station Area 20,2020,1,1,Division 02
Battalion 05,Station Area 20,2020,2,8,Division 02
Battalion 05,Station Area 20,2020,3,3,Division 02
Battalion 05,Station Area 20,2020,4,6,Division 02
Battalion 05,Station Area 21,2000,4,239,Division 02
Battalion 05,Station Area 21,2000,5,441,Division 02
Battalion 05,Station Area 21,2000,6,338,Division 02
Battalion 05,Station Area 21,2000,7,384,Division 02
Battalion 05,Station Area 21,2000,8,435,Division 02
Battalion 05,Station Area 21,2000,9,436,Division 02
Battalion 05,Station Area 21,2000,10,421,Division 02
Battalion 05,Station Area 21,2000,11,411,Division 02
Battalion 05,Station Area 21,2000,12,387,Division 02
Battalion 05,Station Area 21,2001,1,385,Division 02
Battalion 05,Station Area 21,2001,2,343,Division 02
Battalion 05,Station Area 21,2001,3,413,Division 02
Battalion 05,Station Area 21,2001,4,348,Division 02
Battalion 05,Station Area 21,2001,5,365,Division 02
Battalion 05,Station Area 21,2001,6,374,Division 02
Battalion 05,Station Area 21,2001,7,373,Division 02
Battalion 05,Station Area 21,2001,8,381,Division 02
Battalion 05,Station Area 21,2001,9,356,Division 02
Battalion 05,Station Area 21,2001,10,406,Division 02
Battalion 05,Station Area 21,2001,11,354,Division 02
Battalion 05,Station Area 21,2001,12,385,Division 02
Battalion 05,Station Area 21,2002,1,420,Division 02
Battalion 05,Station Area 21,2002,2,339,Division 02
Battalion 05,Station Area 21,2002,3,300,Division 02
Battalion 05,Station Area 21,2002,4,342,Division 02
Battalion 05,Station Area 21,2002,5,301,Division 02
Battalion 05,Station Area 21,2002,6,304,Division 02
Battalion 05,Station Area 21,2002,7,377,Division 02
Battalion 05,Station Area 21,2002,8,435,Division 02
Battalion 05,Station Area 21,2002,9,364,Division 02
Battalion 05,Station Area 21,2002,10,437,Division 02
Battalion 05,Station Area 21,2002,11,550,Division 02
Battalion 05,Station Area 21,2002,12,519,Division 02
Battalion 05,Station Area 21,2003,1,408,Division 02
Battalion 05,Station Area 21,2003,2,360,Division 02
Battalion 05,Station Area 21,2003,3,451,Division 02
Battalion 05,Station Area 21,2003,4,324,Division 02
Battalion 05,Station Area 21,2003,5,414,Division 02
Battalion 05,Station Area 21,2003,6,428,Division 02
Battalion 05,Station Area 21,2003,7,368,Division 02
Battalion 05,Station Area 21,2003,8,442,Division 02
Battalion 05,Station Area 21,2003,9,499,Division 02
Battalion 05,Station Area 21,2003,10,425,Division 02
Battalion 05,Station Area 21,2003,11,590,Division 02
Battalion 05,Station Area 21,2003,12,503,Division 02
Battalion 05,Station Area 21,2004,1,443,Division 02
Battalion 05,Station Area 21,2004,2,500,Division 02
Battalion 05,Station Area 21,2004,3,503,Division 02
Battalion 05,Station Area 21,2004,4,458,Division 02
Battalion 05,Station Area 21,2004,5,420,Division 02
Battalion 05,Station Area 21,2004,6,436,Division 02
Battalion 05,Station Area 21,2004,7,401,Division 02
Battalion 05,Station Area 21,2004,8,206,Division 02
Battalion 05,Station Area 21,2004,11,407,Division 02
Battalion 05,Station Area 21,2004,12,430,Division 02
Battalion 05,Station Area 21,2005,1,417,Division 02
Battalion 05,Station Area 21,2005,2,491,Division 02
Battalion 05,Station Area 21,2005,3,401,Division 02
Battalion 05,Station Area 21,2005,4,377,Division 02
Battalion 05,Station Area 21,2005,5,452,Division 02
Battalion 05,Station Area 21,2005,6,368,Division 02
Battalion 05,Station Area 21,2005,7,382,Division 02
Battalion 05,Station Area 21,2005,8,434,Division 02
Battalion 05,Station Area 21,2005,9,409,Division 02
Battalion 05,Station Area 21,2005,10,438,Division 02
Battalion 05,Station Area 21,2005,11,413,Division 02
Battalion 05,Station Area 21,2005,12,565,Division 02
Battalion 05,Station Area 21,2006,1,514,Division 02
Battalion 05,Station Area 21,2006,2,492,Division 02
Battalion 05,Station Area 21,2006,3,430,Division 02
Battalion 05,Station Area 21,2006,4,417,Division 02
Battalion 05,Station Area 21,2006,5,465,Division 02
Battalion 05,Station Area 21,2006,6,440,Division 02
Battalion 05,Station Area 21,2006,7,487,Division 02
Battalion 05,Station Area 21,2006,8,469,Division 02
Battalion 05,Station Area 21,2006,9,433,Division 02
Battalion 05,Station Area 21,2006,10,436,Division 02
Battalion 05,Station Area 21,2006,11,368,Division 02
Battalion 05,Station Area 21,2006,12,470,Division 02
Battalion 05,Station Area 21,2007,1,454,Division 02
Battalion 05,Station Area 21,2007,2,309,Division 02
Battalion 05,Station Area 21,2007,3,398,Division 02
Battalion 05,Station Area 21,2007,4,426,Division 02
Battalion 05,Station Area 21,2007,5,349,Division 02
Battalion 05,Station Area 21,2007,6,390,Division 02
Battalion 05,Station Area 21,2007,7,408,Division 02
Battalion 05,Station Area 21,2007,8,369,Division 02
Battalion 05,Station Area 21,2007,9,404,Division 02
Battalion 05,Station Area 21,2007,10,348,Division 02
Battalion 05,Station Area 21,2007,11,393,Division 02
Battalion 05,Station Area 21,2007,12,411,Division 02
Battalion 05,Station Area 21,2008,1,443,Division 02
Battalion 05,Station Area 21,2008,2,372,Division 02
Battalion 05,Station Area 21,2008,3,436,Division 02
Battalion 05,Station Area 21,2008,4,404,Division 02
Battalion 05,Station Area 21,2008,5,418,Division 02
Battalion 05,Station Area 21,2008,6,405,Division 02
Battalion 05,Station Area 21,2008,7,384,Division 02
Battalion 05,Station Area 21,2008,8,410,Division 02
Battalion 05,Station Area 21,2008,9,391,Division 02
Battalion 05,Station Area 21,2008,10,412,Division 02
Battalion 05,Station Area 21,2008,11,406,Division 02
Battalion 05,Station Area 21,2008,12,378,Division 02
Battalion 05,Station Area 21,2009,1,439,Division 02
Battalion 05,Station Area 21,2009,2,370,Division 02
Battalion 05,Station Area 21,2009,3,425,Division 02
Battalion 05,Station Area 21,2009,4,379,Division 02
Battalion 05,Station Area 21,2009,5,394,Division 02
Battalion 05,Station Area 21,2009,6,469,Division 02
Battalion 05,Station Area 21,2009,7,519,Division 02
Battalion 05,Station Area 21,2009,8,459,Division 02
Battalion 05,Station Area 21,2009,9,496,Division 02
Battalion 05,Station Area 21,2009,10,506,Division 02
Battalion 05,Station Area 21,2009,11,466,Division 02
Battalion 05,Station Area 21,2009,12,470,Division 02
Battalion 05,Station Area 21,2010,1,416,Division 02
Battalion 05,Station Area 21,2010,2,433,Division 02
Battalion 05,Station Area 21,2010,3,561,Division 02
Battalion 05,Station Area 21,2010,4,427,Division 02
Battalion 05,Station Area 21,2010,5,606,Division 02
Battalion 05,Station Area 21,2010,6,434,Division 02
Battalion 05,Station Area 21,2010,7,440,Division 02
Battalion 05,Station Area 21,2010,8,467,Division 02
Battalion 05,Station Area 21,2010,9,523,Division 02
Battalion 05,Station Area 21,2010,10,513,Division 02
Battalion 05,Station Area 21,2010,11,469,Division 02
Battalion 05,Station Area 21,2010,12,495,Division 02
Battalion 05,Station Area 21,2011,1,469,Division 02
Battalion 05,Station Area 21,2011,2,498,Division 02
Battalion 05,Station Area 21,2011,3,499,Division 02
Battalion 05,Station Area 21,2011,4,469,Division 02
Battalion 05,Station Area 21,2011,5,505,Division 02
Battalion 05,Station Area 21,2011,6,483,Division 02
Battalion 05,Station Area 21,2011,7,399,Division 02
Battalion 05,Station Area 21,2011,8,443,Division 02
Battalion 05,Station Area 21,2011,9,465,Division 02
Battalion 05,Station Area 21,2011,10,450,Division 02
Battalion 05,Station Area 21,2011,11,593,Division 02
Battalion 05,Station Area 21,2011,12,519,Division 02
Battalion 05,Station Area 21,2012,1,607,Division 02
Battalion 05,Station Area 21,2012,2,438,Division 02
Battalion 05,Station Area 21,2012,3,478,Division 02
