Battalion,Station Area,year,month,value,Division
Battalion 09,Station Area 42,2002,12,57,Division 03
Battalion 09,Station Area 42,2003,1,57,Division 03
Battalion 09,Station Area 42,2003,2,38,Division 03
Battalion 09,Station Area 42,2003,3,51,Division 03
Battalion 09,Station Area 42,2003,4,63,Division 03
Battalion 09,Station Area 42,2003,5,80,Division 03
Battalion 09,Station Area 42,2003,6,62,Division 03
Battalion 09,Station Area 42,2003,7,76,Division 03
Battalion 09,Station Area 42,2003,8,54,Division 03
Battalion 09,Station Area 42,2003,9,49,Division 03
Battalion 09,Station Area 42,2003,10,70,Division 03
Battalion 09,Station Area 42,2003,11,65,Division 03
Battalion 09,Station Area 42,2003,12,48,Division 03
Battalion 09,Station Area 42,2004,1,43,Division 03
Battalion 09,Station Area 42,2004,2,69,Division 03
Battalion 09,Station Area 42,2004,3,49,Division 03
Battalion 09,Station Area 42,2004,4,53,Division 03
Battalion 09,Station Area 42,2004,5,67,Division 03
Battalion 09,Station Area 42,2004,6,51,Division 03
Battalion 09,Station Area 42,2004,7,60,Division 03
Battalion 09,Station Area 42,2004,8,26,Division 03
Battalion 09,Station Area 42,2004,11,38,Division 03
Battalion 09,Station Area 42,2004,12,73,Division 03
Battalion 09,Station Area 42,2005,1,57,Division 03
Battalion 09,Station Area 42,2005,2,61,Division 03
Battalion 09,Station Area 42,2005,3,51,Division 03
Battalion 09,Station Area 42,2005,4,56,Division 03
Battalion 09,Station Area 42,2005,5,53,Division 03
Battalion 09,Station Area 42,2005,6,44,Division 03
Battalion 09,Station Area 42,2005,7,57,Division 03
Battalion 09,Station Area 42,2005,8,57,Division 03
Battalion 09,Station Area 42,2005,9,80,Division 03
Battalion 09,Station Area 42,2005,10,54,Division 03
Battalion 09,Station Area 42,2005,11,53,Division 03
Battalion 09,Station Area 42,2005,12,34,Division 03
Battalion 09,Station Area 42,2006,1,53,Division 03
Battalion 09,Station Area 42,2006,2,47,Division 03
Battalion 09,Station Area 42,2006,3,46,Division 03
Battalion 09,Station Area 42,2006,4,80,Division 03
Battalion 09,Station Area 42,2006,5,66,Division 03
Battalion 09,Station Area 42,2006,6,48,Division 03
Battalion 09,Station Area 42,2006,7,65,Division 03
Battalion 09,Station Area 42,2006,8,51,Division 03
Battalion 09,Station Area 42,2006,9,57,Division 03
Battalion 09,Station Area 42,2006,10,60,Division 03
Battalion 09,Station Area 42,2006,11,75,Division 03
Battalion 09,Station Area 42,2006,12,54,Division 03
Battalion 09,Station Area 42,2007,1,59,Division 03
Battalion 09,Station Area 42,2007,2,44,Division 03
Battalion 09,Station Area 42,2007,3,46,Division 03
Battalion 09,Station Area 42,2007,4,56,Division 03
Battalion 09,Station Area 42,2007,5,33,Division 03
Battalion 09,Station Area 42,2007,6,76,Division 03
Battalion 09,Station Area 42,2007,7,58,Division 03
Battalion 09,Station Area 42,2007,8,58,Division 03
Battalion 09,Station Area 42,2007,9,47,Division 03
Battalion 09,Station Area 42,2007,10,45,Division 03
Battalion 09,Station Area 42,2007,11,32,Division 03
Battalion 09,Station Area 42,2007,12,38,Division 03
Battalion 09,Station Area 42,2008,1,69,Division 03
Battalion 09,Station Area 42,2008,2,74,Division 03
Battalion 09,Station Area 42,2008,3,53,Division 03
Battalion 09,Station Area 42,2008,4,69,Division 03
Battalion 09,Station Area 42,2008,5,31,Division 03
Battalion 09,Station Area 42,2008,6,75,Division 03
Battalion 09,Station Area 42,2008,7,36,Division 03
Battalion 09,Station Area 42,2008,8,30,Division 03
Battalion 09,Station Area 42,2008,9,55,Division 03
Battalion 09,Station Area 42,2008,10,37,Division 03
Battalion 09,Station Area 42,2008,11,61,Division 03
Battalion 09,Station Area 42,2008,12,62,Division 03
Battalion 09,Station Area 42,2009,1,41,Division 03
Battalion 09,Station Area 42,2009,2,73,Division 03
Battalion 09,Station Area 42,2009,3,55,Division 03
Battalion 09,Station Area 42,2009,4,35,Division 03
Battalion 09,Station Area 42,2009,5,49,Division 03
Battalion 09,Station Area 42,2009,6,61,Division 03
Battalion 09,Station Area 42,2009,7,74,Division 03
Battalion 09,Station Area 42,2009,8,42,Division 03
Battalion 09,Station Area 42,2009,9,55,Division 03
Battalion 09,Station Area 42,2009,10,64,Division 03
Battalion 09,Station Area 42,2009,11,36,Division 03
Battalion 09,Station Area 42,2009,12,85,Division 03
Battalion 09,Station Area 42,2010,1,38,Division 03
Battalion 09,Station Area 42,2010,2,49,Division 03
Battalion 09,Station Area 42,2010,3,67,Division 03
Battalion 09,Station Area 42,2010,4,78,Division 03
Battalion 09,Station Area 42,2010,5,66,Division 03
Battalion 09,Station Area 42,2010,6,62,Division 03
Battalion 09,Station Area 42,2010,7,64,Division 03
Battalion 09,Station Area 42,2010,8,86,Division 03
Battalion 09,Station Area 42,2010,9,61,Division 03
Battalion 09,Station Area 42,2010,10,64,Division 03
Battalion 09,Station Area 42,2010,11,64,Division 03
Battalion 09,Station Area 42,2010,12,46,Division 03
Battalion 09,Station Area 42,2011,1,53,Division 03
Battalion 09,Station Area 42,2011,2,89,Division 03
Battalion 09,Station Area 42,2011,3,78,Division 03
Battalion 09,Station Area 42,2011,4,66,Division 03
Battalion 09,Station Area 42,2011,5,49,Division 03
Battalion 09,Station Area 42,2011,6,47,Division 03
Battalion 09,Station Area 42,2011,7,80,Division 03
Battalion 09,Station Area 42,2011,8,43,Division 03
Battalion 09,Station Area 42,2011,9,88,Division 03
Battalion 09,Station Area 42,2011,10,89,Division 03
Battalion 09,Station Area 42,2011,11,75,Division 03
Battalion 09,Station Area 42,2011,12,84,Division 03
Battalion 09,Station Area 42,2012,1,97,Division 03
Battalion 09,Station Area 42,2012,2,38,Division 03
Battalion 09,Station Area 42,2012,3,59,Division 03
Battalion 09,Station Area 42,2012,4,64,Division 03
Battalion 09,Station Area 42,2012,5,83,Division 03
Battalion 09,Station Area 42,2012,6,107,Division 03
Battalion 09,Station Area 42,2012,7,79,Division 03
Battalion 09,Station Area 42,2012,8,63,Division 03
Battalion 09,Station Area 42,2012,9,76,Division 03
Battalion 09,Station Area 42,2012,10,82,Division 03
Battalion 09,Station Area 42,2012,11,56,Division 03
Battalion 09,Station Area 42,2012,12,97,Division 03
Battalion 09,Station Area 42,2013,1,106,Division 03
Battalion 09,Station Area 42,2013,2,66,Division 03
Battalion 09,Station Area 42,2013,3,56,Division 03
Battalion 09,Station Area 42,2013,4,56,Division 03
Battalion 09,Station Area 42,2013,5,81,Division 03
Battalion 09,Station Area 42,2013,6,52,Division 03
Battalion 09,Station Area 42,2013,7,89,Division 03
Battalion 09,Station Area 42,2013,8,40,Division 03
Battalion 09,Station Area 42,2013,9,65,Division 03
Battalion 09,Station Area 42,2013,10,55,Division 03
Battalion 09,Station Area 42,2013,11,67,Division 03
Battalion 09,Station Area 42,2013,12,91,Division 03
Battalion 09,Station Area 42,2014,1,76,Division 03
Battalion 09,Station Area 42,2014,2,58,Division 03
Battalion 09,Station Area 42,2014,3,63,Division 03
Battalion 09,Station Area 42,2014,4,32,Division 03
Battalion 09,Station Area 42,2014,5,75,Division 03
Battalion 09,Station Area 42,2014,6,39,Division 03
Battalion 09,Station Area 42,2014,7,52,Division 03
Battalion 09,Station Area 42,2014,8,56,Division 03
Battalion 09,Station Area 42,2014,9,61,Division 03
Battalion 09,Station Area 42,2014,10,61,Division 03
Battalion 09,Station Area 42,2014,11,65,Division 03
Battalion 09,Station Area 42,2014,12,52,Division 03
Battalion 09,Station Area 42,2015,1,73,Division 03
Battalion 09,Station Area 42,2015,2,53,Division 03
Battalion 09,Station Area 42,2015,3,74,Division 03
Battalion 09,Station Area 42,2015,4,69,Division 03
Battalion 09,Station Area 42,2015,5,73,Division 03
Battalion 09,Station Area 42,2015,6,63,Division 03
Battalion 09,Station Area 42,2015,7,74,Division 03
Battalion 09,Station Area 42,2015,8,100,Division 03
Battalion 09,Station Area 42,2015,9,58,Division 03
Battalion 09,Station Area 42,2015,10,51,Division 03
Battalion 09,Station Area 42,2015,11,56,Division 03
Battalion 09,Station Area 42,2015,12,72,Division 03
Battalion 09,Station Area 42,2016,1,97,Division 03
Battalion 09,Station Area 42,2016,2,90,Division 03
Battalion 09,Station Area 42,2016,3,90,Division 03
Battalion 09,Station Area 42,2016,4,63,Division 03
Battalion 09,Station Area 42,2016,5,41,Division 03
Battalion 09,Station Area 42,2016,6,61,Division 03
Battalion 09,Station Area 42,2016,7,47,Division 03
Battalion 09,Station Area 42,2016,8,75,Division 03
Battalion 09,Station Area 42,2016,9,65,Division 03
Battalion 09,Station Area 42,2016,10,80,Division 03
Battalion 09,Station Area 42,2016,11,54,Division 03
Battalion 09,Station Area 42,2016,12,63,Division 03
Battalion 09,Station Area 42,2017,1,76,Division 03
Battalion 09,Station Area 42,2017,2,65,Division 03
Battalion 09,Station Area 42,2017,3,67,Division 03
Battalion 09,Station Area 42,2017,4,108,Division 03
Battalion 09,Station Area 42,2017,5,68,Division 03
Battalion 09,Station Area 42,2017,6,53,Division 03
Battalion 09,Station Area 42,2017,7,69,Division 03
Battalion 09,Station Area 42,2017,8,64,Division 03
Battalion 09,Station Area 42,2017,9,94,Division 03
Battalion 09,Station Area 42,2017,10,66,Division 03
Battalion 09,Station Area 42,2017,11,69,Division 03
Battalion 09,Station Area 42,2017,12,100,Division 03
Battalion 09,Station Area 42,2018,1,80,Division 03
Battalion 09,Station Area 42,2018,2,65,Division 03
Battalion 09,Station Area 42,2018,3,90,Division 03
Battalion 09,Station Area 42,2018,4,57,Division 03
Battalion 09,Station Area 42,2018,5,52,Division 03
Battalion 09,Station Area 42,2018,6,43,Division 03
Battalion 09,Station Area 42,2018,7,46,Division 03
Battalion 09,Station Area 42,2018,8,78,Division 03
Battalion 09,Station Area 42,2018,9,59,Division 03
Battalion 09,Station Area 42,2018,10,93,Division 03
Battalion 09,Station Area 42,2018,11,84,Division 03
Battalion 09,Station Area 42,2018,12,59,Division 03
Battalion 09,Station Area 42,2019,1,90,Division 03
Battalion 09,Station Area 42,2019,2,48,Division 03
Battalion 09,Station Area 42,2019,3,67,Division 03
Battalion 09,Station Area 42,2019,4,78,Division 03
Battalion 09,Station Area 42,2019,5,47,Division 03
Battalion 09,Station Area 42,2019,6,71,Division 03
Battalion 09,Station Area 42,2019,7,70,Division 03
Battalion 09,Station Area 42,2019,8,76,Division 03
Battalion 09,Station Area 42,2019,9,99,Division 03
Battalion 09,Station Area 42,2019,10,61,Division 03
Battalion 09,Station Area 42,2019,11,91,Division 03
Battalion 09,Station Area 42,2019,12,45,Division 03
Battalion 09,Station Area 42,2020,1,89,Division 03
Battalion 09,Station Area 42,2020,2,62,Division 03
Battalion 09,Station Area 42,2020,3,88,Division 03
Battalion 09,Station Area 42,2020,4,40,Division 03
Battalion 09,Station Area 43,2000,4,257,Division 03
Battalion 09,Station Area 43,2000,5,433,Division 03
Battalion 09,Station Area 43,2000,6,452,Division 03
Battalion 09,Station Area 43,2000,7,607,Division 03
Battalion 09,Station Area 43,2000,8,481,Division 03
Battalion 09,Station Area 43,2000,9,561,Division 03
Battalion 09,Station Area 43,2000,10,491,Division 03
Battalion 09,Station Area 43,2000,11,450,Division 03
Battalion 09,Station Area 43,2000,12,566,Division 03
Battalion 09,Station Area 43,2001,1,490,Division 03
Battalion 09,Station Area 43,2001,2,456,Division 03
Battalion 09,Station Area 43,2001,3,533,Division 03
Battalion 09,Station Area 43,2001,4,502,Division 03
Battalion 09,Station Area 43,2001,5,493,Division 03
Battalion 09,Station Area 43,2001,6,658,Division 03
Battalion 09,Station Area 43,2001,7,580,Division 03
Battalion 09,Station Area 43,2001,8,509,Division 03
Battalion 09,Station Area 43,2001,9,419,Division 03
Battalion 09,Station Area 43,2001,10,452,Division 03
Battalion 09,Station Area 43,2001,11,487,Division 03
Battalion 09,Station Area 43,2001,12,478,Division 03
Battalion 09,Station Area 43,2002,1,559,Division 03
Battalion 09,Station Area 43,2002,2,590,Division 03
Battalion 09,Station Area 43,2002,3,543,Division 03
Battalion 09,Station Area 43,2002,4,357,Division 03
Battalion 09,Station Area 43,2002,5,503,Division 03
Battalion 09,Station Area 43,2002,6,496,Division 03
Battalion 09,Station Area 43,2002,7,583,Division 03
Battalion 09,Station Area 43,2002,8,551,Division 03
Battalion 09,Station Area 43,2002,9,407,Division 03
Battalion 09,Station Area 43,2002,10,457,Division 03
Battalion 09,Station Area 43,2002,11,442,Division 03
Battalion 09,Station Area 43,2002,12,575,Division 03
Battalion 09,Station Area 43,2003,1,474,Division 03
Battalion 09,Station Area 43,2003,2,442,Division 03
Battalion 09,Station Area 43,2003,3,465,Division 03
Battalion 09,Station Area 43,2003,4,480,Division 03
Battalion 09,Station Area 43,2003,5,494,Division 03
Battalion 09,Station Area 43,2003,6,456,Division 03
Battalion 09,Station Area 43,2003,7,626,Division 03
Battalion 09,Station Area 43,2003,8,446,Division 03
Battalion 09,Station Area 43,2003,9,558,Division 03
Battalion 09,Station Area 43,2003,10,517,Division 03
Battalion 09,Station Area 43,2003,11,414,Division 03
Battalion 09,Station Area 43,2003,12,440,Division 03
Battalion 09,Station Area 43,2004,1,557,Division 03
Battalion 09,Station Area 43,2004,2,473,Division 03
Battalion 09,Station Area 43,2004,3,492,Division 03
Battalion 09,Station Area 43,2004,4,471,Division 03
Battalion 09,Station Area 43,2004,5,500,Division 03
Battalion 09,Station Area 43,2004,6,460,Division 03
Battalion 09,Station Area 43,2004,7,485,Division 03
Battalion 09,Station Area 43,2004,8,247,Division 03
Battalion 09,Station Area 43,2004,11,384,Division 03
Battalion 09,Station Area 43,2004,12,434,Division 03
Battalion 09,Station Area 43,2005,1,465,Division 03
Battalion 09,Station Area 43,2005,2,415,Division 03
Battalion 09,Station Area 43,2005,3,541,Division 03
Battalion 09,Station Area 43,2005,4,418,Division 03
Battalion 09,Station Area 43,2005,5,478,Division 03
Battalion 09,Station Area 43,2005,6,477,Division 03
Battalion 09,Station Area 43,2005,7,474,Division 03
Battalion 09,Station Area 43,2005,8,417,Division 03
Battalion 09,Station Area 43,2005,9,394,Division 03
Battalion 09,Station Area 43,2005,10,405,Division 03
Battalion 09,Station Area 43,2005,11,455,Division 03
Battalion 09,Station Area 43,2005,12,505,Division 03
Battalion 09,Station Area 43,2006,1,413,Division 03
Battalion 09,Station Area 43,2006,2,442,Division 03
Battalion 09,Station Area 43,2006,3,478,Division 03
Battalion 09,Station Area 43,2006,4,406,Division 03
Battalion 09,Station Area 43,2006,5,451,Division 03
Battalion 09,Station Area 43,2006,6,507,Division 03
Battalion 09,Station Area 43,2006,7,546,Division 03
Battalion 09,Station Area 43,2006,8,469,Division 03
Battalion 09,Station Area 43,2006,9,466,Division 03
Battalion 09,Station Area 43,2006,10,458,Division 03
Battalion 09,Station Area 43,2006,11,441,Division 03
Battalion 09,Station Area 43,2006,12,532,Division 03
Battalion 09,Station Area 43,2007,1,572,Division 03
Battalion 09,Station Area 43,2007,2,633,Division 03
Battalion 09,Station Area 43,2007,3,613,Division 03
Battalion 09,Station Area 43,2007,4,618,Division 03
Battalion 09,Station Area 43,2007,5,561,Division 03
Battalion 09,Station Area 43,2007,6,582,Division 03
Battalion 09,Station Area 43,2007,7,549,Division 03
Battalion 09,Station Area 43,2007,8,563,Division 03
Battalion 09,Station Area 43,2007,9,525,Division 03
Battalion 09,Station Area 43,2007,10,551,Division 03
Battalion 09,Station Area 43,2007,11,522,Division 03
Battalion 09,Station Area 43,2007,12,581,Division 03
Battalion 09,Station Area 43,2008,1,603,Division 03
Battalion 09,Station Area 43,2008,2,566,Division 03
Battalion 09,Station Area 43,2008,3,605,Division 03
Battalion 09,Station Area 43,2008,4,568,Division 03
Battalion 09,Station Area 43,2008,5,619,Division 03
Battalion 09,Station Area 43,2008,6,523,Division 03
Battalion 09,Station Area 43,2008,7,563,Division 03
Battalion 09,Station Area 43,2008,8,498,Division 03
Battalion 09,Station Area 43,2008,9,519,Division 03
Battalion 09,Station Area 43,2008,10,502,Division 03
Battalion 09,Station Area 43,2008,11,505,Division 03
Battalion 09,Station Area 43,2008,12,623,Division 03
Battalion 09,Station Area 43,2009,1,611,Division 03
Battalion 09,Station Area 43,2009,2,439,Division 03
Battalion 09,Station Area 43,2009,3,506,Division 03
Battalion 09,Station Area 43,2009,4,503,Division 03
Battalion 09,Station Area 43,2009,5,594,Division 03
Battalion 09,Station Area 43,2009,6,519,Division 03
Battalion 09,Station Area 43,2009,7,508,Division 03
Battalion 09,Station Area 43,2009,8,412,Division 03
Battalion 09,Station Area 43,2009,9,448,Division 03
Battalion 09,Station Area 43,2009,10,599,Division 03
Battalion 09,Station Area 43,2009,11,553,Division 03
Battalion 09,Station Area 43,2009,12,544,Division 03
Battalion 09,Station Area 43,2010,1,583,Division 03
Battalion 09,Station Area 43,2010,2,499,Division 03
Battalion 09,Station Area 43,2010,3,466,Division 03
Battalion 09,Station Area 43,2010,4,501,Division 03
Battalion 09,Station Area 43,2010,5,586,Division 03
Battalion 09,Station Area 43,2010,6,531,Division 03
Battalion 09,Station Area 43,2010,7,505,Division 03
Battalion 09,Station Area 43,2010,8,520,Division 03
Battalion 09,Station Area 43,2010,9,522,Division 03
Battalion 09,Station Area 43,2010,10,478,Division 03
Battalion 09,Station Area 43,2010,11,509,Division 03
Battalion 09,Station Area 43,2010,12,607,Division 03
Battalion 09,Station Area 43,2011,1,601,Division 03
